GEOID17,facility_id,facility_name,lon,lat,emis,stkhgt,stkdiam,stktemp,stkvel,sector,type,tribal_fips,poll,marginal_damage
06031,16711,ALTAGAS SAN JOAQUIN ENERGY INC.,-119.904318,36.24002,0.6513450998185117,12.1914050594331,0.6095702529716549,394.2611111111111,15.239256324291372,egu,elevated,NA,NH3,2471.852602935901
06031,17611,ALTAGAS SAN JOAQUIN ENERGY INC.,-119.647676,36.269528,0.959327676950998,12.191405059433102,0.6095702529716549,394.2611111111111,15.239256324291375,egu,elevated,NA,NH3,2430.244986591193
06035,53211,MT. LASSEN POWER,-121.018,40.297,11.814882032667876,38.09814081072844,1.5239256324291377,380.3722222222222,1.0344102407802498,egu,elevated,NA,NH3,1301.073494460495
06011,75711,WADHAM ENERGY LTD PARTNERSHIP,-122.1104,39.1055,0,52.565804448406915,2.994424372140477,390.402714705872,18.01526878803532,egu,elevated,NA,NH3,1357.4275210429903
06007,124511,"OROVILLE COGENERATION, L.P.",-121.60517,39.51628,0,52.565804448406915,2.994424372140477,390.402714705872,18.01526878803532,egu,elevated,NA,NH3,1999.6984616160803
06013,148911,LOS MEDANOS ENERGY CENTER,-121.8727,38.0298,25.951274954627948,12.1914050594331,0.6095702529716549,394.26111111111106,15.239256324291372,egu,elevated,NA,NH3,6124.593540379658
06013,150711,DELTA ENERGY CENTER,-121.84376,38.0151,22.321965517241377,12.1914050594331,0.6095702529716549,394.26111111111106,15.239256324291372,egu,elevated,NA,NH3,5186.54566878255
06023,155111,PG&E - HUMBOLDT BAY GENERATING STATION,-124.2084,40.7411,0.3263334891107078,30.478512648582747,1.6153611703748856,663.7055555555555,25.241420298689423,egu,elevated,NA,NH3,562.3512076167698
06023,155811,DG FAIRHAVEN POWER COMPANY,-124.2027,40.7998,0.00617611615245009,30.478512648582747,2.133495885400792,434.8166666666666,15.569094788174336,egu,elevated,NA,NH3,409.32020619031965
06013,203111,MARTINEZ COGEN LIMITED PARTNERSHIP,-122.06755,38.02209000000001,0,52.565804448406915,2.994424372140477,390.402714705872,18.01526878803532,egu,elevated,NA,NH3,3889.3629173217473
05119,210811,ARK ELEC CO-OP-OSWALD GENERATING STATION,-92.21654785714286,34.59321371428572,0,52.565804448406915,2.994424372140477,390.402714705872,18.01526878803532,egu,elevated,NA,NH3,21264.886085096045
05119,210911,WASTE MANAGEMENT-TWO PINE LANDFILL,-92.163531,34.834994,0,52.565804448406915,2.994424372140477,390.402714705872,18.01526878803532,egu,elevated,NA,NH3,23448.27323214368
06029,295911,"LINN OPERATING, INC",-119.37164,35.16575,0,52.565804448406915,2.994424372140477,390.402714705872,18.01526878803532,egu,elevated,NA,NH3,7938.2268093650355
06019,348711,FRESNO COGENERATION PARTNERS,-120.099422,36.61682800000001,1.0901087114337569,52.565804448406915,2.994424372140477,390.402714705872,18.01526878803532,egu,elevated,NA,NH3,2178.1130716628736
06013,353611,"CROCKETT COGENERATION, A CAL LTD PARTNERSHIP",-122.21585,38.05712,7.0798439201451915,52.565804448406915,2.994424372140477,390.402714705872,18.01526878803532,egu,elevated,NA,NH3,2925.13720163062
06029,361111,SUNRISE POWER COMPANY,-119.585,35.2097,31.920172413793097,52.565804448406915,2.994424372140477,390.402714705872,18.01526878803532,egu,elevated,NA,NH3,5895.2108918808035
06029,410111,DOUBLE C LIMITED,-119.0461,35.5006,0.6111873865698729,52.565804448406915,2.994424372140477,390.402714705872,18.01526878803532,egu,elevated,NA,NH3,7039.260407716112
06029,412511,BADGER CREEK LIMITED,-119.029933,35.483724,0.3234692377495462,52.565804448406915,2.994424372140477,390.402714705872,18.01526878803532,egu,elevated,NA,NH3,7216.42753872626
06029,456011,LIVE OAK LIMITED,-119.009053,35.496231,1.2648275862068965,52.565804448406915,2.994424372140477,390.402714705872,18.01526878803532,egu,elevated,NA,NH3,7244.124446263347
06029,458111,BEAR MOUNTAIN LIMITED,-118.92654,35.419205,0.2216621597096189,52.565804448406915,2.994424372140477,390.402714705872,18.01526878803532,egu,elevated,NA,NH3,8204.229442654116
06029,492111,CHALK CLIFF LIMITED,-119.39467,35.09769,0.22417332123411976,52.565804448406915,2.994424372140477,390.402714705872,18.01526878803532,egu,elevated,NA,NH3,7173.9615054525975
12099,533611,SOLID WASTE AUTHORITY OF PBC,-80.14162233333334,26.771985333333333,15.36801905626134,94.48338921060652,2.4687595245352023,413.7055555555555,18.16519353855532,egu,elevated,NA,NH3,43542.48054650124
12001,535011,"CITY OF GAINESVILLE, GRU",-82.38859500000001,29.75842,1.2250453720508163,106.67479427003964,5.6385248399878085,408.15,15.239256324291375,egu,elevated,NA,NH3,18123.348846442746
12001,536811,GAINESVILLE REGIONAL UTILITIES,-82.321803,29.646,0,52.565804448406915,2.994424372140477,390.402714705872,18.01526878803532,egu,elevated,NA,NH3,28060.233219095277
12081,537811,"TROPICANA MANUFACTURING COMPANY, INC.",-82.54796800000003,27.483272,0,52.565804448406915,2.994424372140477,390.402714705872,18.01526878803532,egu,elevated,NA,NH3,28629.914894709837
12081,537911,FLORIDA POWER & LIGHT (PMT),-82.34568499999999,27.606119999999997,10.71401451905626,36.574215178299305,6.0203777896721995,495.0228904655262,21.485417695670375,egu,elevated,NA,NH3,16496.014249480275
12057,538611,TAMPA ELECTRIC COMPANY (TEC),-82.40327449999998,27.794846,57.28696098003629,149.34471197805547,7.314843035659861,387.4520224599949,19.748785060143604,egu,elevated,NA,NH3,11303.294964623865
